Annotation Cluster 1	Enrichment Score: 7.1424759428589315
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process	7	5.6000000000000005	0.0022934413844800158	PSMC6, PSMC5, PSMC3, CD2AP, PSMB8, PSMB9, RNF111	112	203	16792	5.169950738916256	0.864959116341711	0.07411647463237647	3.501600204229205
REACTOME_PATHWAY	R-HSA-174184:R-HSA-174184	5	4.0	0.002370789081317838	PSMC6, PSMC5, PSMC3, PSMB8, PSMB9	72	72	9075	8.752893518518519	0.42206997964215553	0.01753167710488146	2.9992688196418316
REACTOME_PATHWAY	R-HSA-174178:R-HSA-174178	5	4.0	0.002370789081317838	PSMC6, PSMC5, PSMC3, PSMB8, PSMB9	72	72	9075	8.752893518518519	0.42206997964215553	0.01753167710488146	2.9992688196418316
GOTERM_BP_DIRECT	GO:0060071~Wnt signaling pathway, planar cell polarity pathway	5	4.0	0.0032334226413500058	PSMC6, PSMC5, PSMC3, PSMB8, PSMB9	112	92	16792	8.14829192546584	0.9406387001644513	0.09931236611471439	4.903332204304023
REACTOME_PATHWAY	R-HSA-2871837:R-HSA-2871837	6	4.8	0.0042740690970811575	PSMC6, PSMC5, PSMC3, MS4A2, PSMB8, PSMB9	72	137	9075	5.5200729927007295	0.6282099286065306	0.029537583734563055	5.346830173667982
GOTERM_BP_DIRECT	GO:0090090~negative regulation of canonical Wnt signaling pathway	6	4.8	0.004546644454610605	PSMC6, PSMC5, PSMC3, APOE, PSMB8, PSMB9	112	163	16792	5.518843120070113	0.9811965395309278	0.12405952851976454	6.829779067478247
GOTERM_BP_DIRECT	GO:0043488~regulation of mRNA stability	5	4.0	0.004841083095301594	PSMC6, PSMC5, PSMC3, PSMB8, PSMB9	112	103	16792	7.278085991678225	0.9854719743342852	0.1275986240325344	7.256668881853767
REACTOME_PATHWAY	R-HSA-5687128:R-HSA-5687128	5	4.0	0.004893606904691374	PSMC6, PSMC5, PSMC3, PSMB8, PSMB9	72	88	9075	7.161458333333334	0.6779982102326493	0.03278005459411093	6.099610815646539
GOTERM_BP_DIRECT	GO:0000209~protein polyubiquitination	6	4.8	0.007529597974050664	PSMC6, PSMC5, PSMC3, PSMB8, PSMB9, RNF111	112	184	16792	4.888975155279503	0.9986268572299093	0.17621255743257702	11.070838870408384
REACTOME_PATHWAY	R-HSA-2467813:R-HSA-2467813	6	4.8	0.014680354805350064	PSMC6, PSMC5, NUP160, PSMC3, PSMB8, PSMB9	72	185	9075	4.087837837837838	0.9671663054337309	0.09299613894899939	17.28214913098801
REACTOME_PATHWAY	R-HSA-983168:R-HSA-983168	6	4.8	0.09280204783898098	PSMC6, PSMC5, PSMC3, PSMB8, PSMB9, RNF111	72	308	9075	2.4553571428571423	0.9999999998304975	0.455593026713511	71.33531547193456

Annotation Cluster 5	Enrichment Score: 2.5788208273783684
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Alzheimer disease	4	3.2	1.1288176035809217E-4	ABCA7, ADAM10, APOE, SORL1	125	16	20581	41.162	0.023758390133933993	0.002668120014045927	0.1428496156400394
UP_KEYWORDS	Amyloidosis	4	3.2	6.264069423630009E-4	ABCA7, ADAM10, APOE, SORL1	125	28	20581	23.52114285714286	0.12494320420876892	0.010214130529008103	0.7903362769430711
UP_KEYWORDS	Neurodegeneration	4	3.2	0.2594520951400109	ABCA7, ADAM10, APOE, SORL1	125	293	20581	2.2477542662116043	1.0	0.7147717093055213	97.7708757078818

Annotation Cluster 6	Enrichment Score: 2.484073967716932
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Complement pathway	5	4.0	3.482075618014153E-5	CR1, C4A, C4B, CLU, C2	125	31	20581	26.556129032258063	0.007389512500480255	0.0012353946374789038	0.04408503407931086
GOTERM_BP_DIRECT	GO:0030449~regulation of complement activation	4	3.2	0.0010021552392627912	CR1, C4A, C4B, C2	112	30	16792	19.99047619047619	0.582853392736889	0.050130282906997836	1.544452530300655
REACTOME_PATHWAY	R-HSA-977606:R-HSA-977606	4	3.2	0.0013066533558090607	CR1, C4A, C4B, C2	72	28	9075	18.00595238095238	0.26068729046368855	0.013635020988027047	1.6634499003486014
GOTERM_BP_DIRECT	GO:0006958~complement activation, classical pathway	5	4.0	0.004205479142820218	CR1, C4A, C4B, CLU, C2	112	99	16792	7.572150072150072	0.9746483286502966	0.1190206176447055	6.332843981708313
UP_KEYWORDS	Blood group antigen	3	2.4	0.0158726426461489	CR1, C4A, C4B	125	32	20581	15.43575	0.9668923838291068	0.13237845167768736	18.34030606217415
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	4	3.2	0.018331933782757985	CR1, C4A, C4B, C2	57	69	6879	6.996186117467582	0.8693489233738076	0.0846859472080479	18.863781038778914
UP_KEYWORDS	Innate immunity	5	4.0	0.07326147130463334	CR1, C4A, C4B, CLU, C2	125	261	20581	3.1541762452107283	0.9999999084016519	0.3624755005668334	61.84294315029475

Annotation Cluster 7	Enrichment Score: 2.4512867019565276
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:1901800~positive regulation of proteasomal protein catabolic process	4	3.2	1.478568023637801E-4	PSMC6, PSMC5, PSMC3, RNF40	112	16	16792	37.482142857142854	0.1209738783480353	0.015988389818111237	0.22928330697669086
GOTERM_MF_DIRECT	GO:0036402~proteasome-activating ATPase activity	3	2.4	6.092831029698761E-4	PSMC6, PSMC5, PSMC3	110	6	16881	76.73181818181817	0.1439397688251386	0.05048585095336189	0.791078960904501
GOTERM_BP_DIRECT	GO:0045899~positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	3	2.4	0.0015124225039390136	PSMC6, PSMC5, PSMC3	112	9	16792	49.976190476190474	0.7328194805080073	0.05822822105387193	2.3222393029624477
GOTERM_MF_DIRECT	GO:0017025~TBP-class protein binding	3	2.4	0.0080076800121658	PSMC6, PSMC5, PSMC3	110	21	16881	21.923376623376623	0.8712880075279485	0.28943605193885946	9.946974754167769
GOTERM_BP_DIRECT	GO:0030163~protein catabolic process	3	2.4	0.030032680215358962	PSMC6, PSMC5, PSMC3	112	41	16792	10.970383275261323	0.9999999999971674	0.4690517206657795	37.70972951224812
GOTERM_BP_DIRECT	GO:0030433~ER-associated ubiquitin-dependent protein catabolic process	3	2.4	0.05981986264628132	PSMC6, PSMC5, PSMC3	112	60	16792	7.496428571428571	1.0	0.6815949945460296	61.61737518798234

Annotation Cluster 8	Enrichment Score: 2.010268178267341
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:2000427~positive regulation of apoptotic cell clearance	3	2.4	8.899117234445442E-4	C4A, C4B, C2	112	7	16792	64.25510204081633	0.5399170662204001	0.05044000768059176	1.3725870474325608
GOTERM_BP_DIRECT	GO:0030449~regulation of complement activation	4	3.2	0.0010021552392627912	CR1, C4A, C4B, C2	112	30	16792	19.99047619047619	0.582853392736889	0.050130282906997836	1.544452530300655
REACTOME_PATHWAY	R-HSA-977606:R-HSA-977606	4	3.2	0.0013066533558090607	CR1, C4A, C4B, C2	72	28	9075	18.00595238095238	0.26068729046368855	0.013635020988027047	1.6634499003486014
REACTOME_PATHWAY	R-HSA-174577:R-HSA-174577	3	2.4	0.0016392403958079328	C4A, C4B, C2	72	8	9075	47.26562499999999	0.31543743237902566	0.015044689888734308	2.0827604181171577
BIOCARTA	h_lectinPathway:Lectin Induced Complement Pathway	3	2.4	0.013600386778176604	C4A, C4B, C2	24	13	1625	15.625	0.5160468235789386	0.21488287875640033	12.506244186123173
BIOCARTA	h_classicPathway:Classical Complement Pathway	3	2.4	0.01799605372787494	C4A, C4B, C2	24	15	1625	13.541666666666666	0.618054540795514	0.21385919736216685	16.236895237201754
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	4	3.2	0.018331933782757985	CR1, C4A, C4B, C2	57	69	6879	6.996186117467582	0.8693489233738076	0.0846859472080479	18.863781038778914
GOTERM_BP_DIRECT	GO:0006956~complement activation	4	3.2	0.01994688697539484	C4A, C4B, CLU, C2	112	87	16792	6.8932676518883405	0.999999976575944	0.36269062049566136	26.858991983954482
BIOCARTA	h_compPathway:Complement Pathway	3	2.4	0.031197133719725847	C4A, C4B, C2	24	20	1625	10.15625	0.8135866562121982	0.28534670678707186	26.598346827589225
REACTOME_PATHWAY	R-HSA-166663:R-HSA-166663	3	2.4	0.11645894493860191	C4A, C4B, C2	72	75	9075	5.041666666666666	0.9999999999996212	0.5288977820155394	79.57665905153195
KEGG_PATHWAY	hsa05133:Pertussis	3	2.4	0.12412680611785917	C4A, C4B, C2	57	75	6879	4.827368421052632	0.9999995338390986	0.41722444372599354	77.6289319505773

Annotation Cluster 9	Enrichment Score: 1.746064930358071
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-1980150:R-HSA-1980150	3	2.4	0.003171398354579534	ADAM10, NOTCH4, APH1B	72	11	9075	34.375	0.519898219090616	0.022669018537049168	3.993229046568636
GOTERM_BP_DIRECT	GO:0007220~Notch receptor processing	3	2.4	0.004891389961499733	ADAM10, NOTCH4, APH1B	112	16	16792	28.111607142857142	0.9860984897233643	0.12507528033322823	7.329422646551132
UP_KEYWORDS	Notch signaling pathway	3	2.4	0.03789651339215747	ADAM10, NOTCH4, APH1B	125	51	20581	9.685176470588235	0.9997331661315593	0.26270964303344024	38.68944092774361
GOTERM_BP_DIRECT	GO:0007219~Notch signaling pathway	3	2.4	0.1763834929986248	ADAM10, NOTCH4, APH1B	112	115	16792	3.9111801242236024	1.0	0.9512787396519398	95.0826128373945

Annotation Cluster 10	Enrichment Score: 0.32122780216280705
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	repeat:WD 5	3	2.4	0.41956342916826944	EML2, DMWD, CSTF1	122	237	20063	2.0816559452168497	1.0	0.9999792373873381	99.96467541762357
UP_SEQ_FEATURE	repeat:WD 4	3	2.4	0.4564451837683386	EML2, DMWD, CSTF1	122	255	20063	1.934715525554484	1.0	0.9999873525799724	99.98646434355275
UP_SEQ_FEATURE	repeat:WD 3	3	2.4	0.48419492675785014	EML2, DMWD, CSTF1	122	269	20063	1.8340240112133586	1.0	0.9999928786071893	99.99370563184618
UP_SEQ_FEATURE	repeat:WD 2	3	2.4	0.5015718796605548	EML2, DMWD, CSTF1	122	278	20063	1.7746491331524943	1.0	0.9999943076186059	99.99618507066444
UP_SEQ_FEATURE	repeat:WD 1	3	2.4	0.5015718796605548	EML2, DMWD, CSTF1	122	278	20063	1.7746491331524943	1.0	0.9999943076186059	99.99618507066444
UP_KEYWORDS	WD repeat	3	2.4	0.5067110054162294	EML2, DMWD, CSTF1	125	281	20581	1.7578078291814947	1.0	0.904807400954819	99.9870072062821

Annotation Cluster 11	Enrichment Score: 0.27507176365567926
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	ATP-binding	10	8.0	0.4623989787391692	ABCA7, BCKDK, PSMC6, PSMC5, PSMC3, PTK2B, TAP2, ERCC3, EPHA1, DMPK	125	1391	20581	1.183666427030913	1.0	0.8814231334723599	99.96138285102481
GOTERM_MF_DIRECT	GO:0005524~ATP binding	11	8.799999999999999	0.5021451693187866	ABCA7, BCKDK, PSMC6, PSMC5, PSMC3, PTK2B, ALPK2, TAP2, ERCC3, EPHA1, DMPK	110	1495	16881	1.1291638795986623	1.0	0.9996915780869088	99.98870679146609
UP_KEYWORDS	Nucleotide-binding	11	8.799999999999999	0.644078131475066	ABCA7, BCKDK, PSMC6, RAB8B, PSMC5, PSMC3, PTK2B, TAP2, ERCC3, EPHA1, DMPK	125	1788	20581	1.0129351230425057	1.0	0.9529285503446359	99.99979167348468

Annotation Cluster 12	Enrichment Score: 0.058383590265894215
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Transcription regulation	12	9.6	0.8441183258839775	MEF2C, HESX1, SLTM, KAT8, BRD2, ZNF646, NOTCH4, ZNF668, ERCC3, PBX2, ZNF652, NR1H3	125	2332	20581	0.8472452830188679	1.0	0.9937524521578576	99.99999999399854
UP_KEYWORDS	Transcription	12	9.6	0.8685768579555044	MEF2C, HESX1, SLTM, KAT8, BRD2, ZNF646, NOTCH4, ZNF668, ERCC3, PBX2, ZNF652, NR1H3	125	2398	20581	0.8239266055045872	1.0	0.9951868059309424	99.99999999930877
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	10	8.0	0.9112502201790484	MEF2C, HESX1, SLTM, KAT8, BRD2, ZNF646, ZNF668, PBX2, ZNF652, NR1H3	112	1955	16792	0.7668980635732554	1.0	0.9999999999934739	100.0

